NAME,Email ID,Phone No,Employeement,Department,Feedback,Patients
Craig Ford,stf274@iith.ac.in,6357958356,STAFF,GENERAL MEDICINE,1,3
Zoe Chen,stf275@iith.ac.in,7562293439,STAFF,NEUROLOGY,1,60
Stephanie Garrett,stf276@iith.ac.in,9582001906,STAFF,ORTHOPEDICS,3,83
Chloe Myers,stf277@iith.ac.in,9210317768,STAFF,CARDIOLOGY,5,47
Sheri Gallagher,stf278@iith.ac.in,7307880755,STAFF,GYNECOLOGY,2,3
Glenn Reid,stf279@iith.ac.in,6162178619,STAFF,PULMONOLOGY,2,69
Mary Palmer,stf280@iith.ac.in,8858686462,STAFF,PEDIATRICS,4,38
Barbara Williamson,stf281@iith.ac.in,8280253466,STAFF,GENERAL MEDICINE,2,76
Lindsay Morris,stf282@iith.ac.in,7648764872,STAFF,NEUROLOGY,4,31
Richard Wood,stf283@iith.ac.in,7675742655,STAFF,ORTHOPEDICS,3,22
Kim Henry,stf284@iith.ac.in,6963867746,STAFF,CARDIOLOGY,2,91
Alexis Campbell,stf285@iith.ac.in,8306066069,STAFF,GYNECOLOGY,5,46
Bryan Jackson,stf286@iith.ac.in,8742230025,STAFF,PULMONOLOGY,3,80
Rachael Wiggins,stf287@iith.ac.in,8985899735,STAFF,PEDIATRICS,4,28
Timothy Vincent,stf288@iith.ac.in,8513724184,STAFF,GENERAL MEDICINE,1,59
Erin Whitney,stf289@iith.ac.in,6169097588,STAFF,NEUROLOGY,5,61
Jessica Rowe,stf290@iith.ac.in,8862355429,STAFF,ORTHOPEDICS,2,79
Lindsay Thompson,stf291@iith.ac.in,7513714009,STAFF,CARDIOLOGY,1,38
Terri Wheeler,stf292@iith.ac.in,6188287581,STAFF,GYNECOLOGY,2,31
Lindsey Lucas,stf293@iith.ac.in,9000812388,STAFF,PULMONOLOGY,2,19
Kenneth Moody,stf294@iith.ac.in,8291419460,STAFF,PEDIATRICS,4,27
Joseph Frost,stf295@iith.ac.in,6620925225,STAFF,GENERAL MEDICINE,5,32
Eric Turner,stf296@iith.ac.in,9241754987,STAFF,NEUROLOGY,5,30
Robert Chavez,stf297@iith.ac.in,8046645387,STAFF,ORTHOPEDICS,3,18
Katherine Walker,stf298@iith.ac.in,6560716035,STAFF,CARDIOLOGY,5,51
Kim Brown,stf299@iith.ac.in,9241178621,STAFF,GYNECOLOGY,5,3
Kevin Rubio,stf300@iith.ac.in,9896637783,STAFF,PULMONOLOGY,2,34
Patrick Cole,stf301@iith.ac.in,7895553218,STAFF,PEDIATRICS,2,30
Dawn Hernandez,stf302@iith.ac.in,9557224830,STAFF,GENERAL MEDICINE,5,21
Andrew Parker,stf303@iith.ac.in,7948804215,STAFF,NEUROLOGY,4,62
John Clark,stf304@iith.ac.in,6237579499,STAFF,ORTHOPEDICS,5,81
Joshua Cantu,stf305@iith.ac.in,6110776742,STAFF,CARDIOLOGY,5,15
Kathleen Middleton,stf306@iith.ac.in,7781391234,STAFF,GYNECOLOGY,2,16
John Rivers,stf307@iith.ac.in,9376408629,STAFF,PULMONOLOGY,4,90
Nathan Smith,stf308@iith.ac.in,8505216246,STAFF,PEDIATRICS,2,89
Donald Stanley,stf309@iith.ac.in,7725529863,STAFF,GENERAL MEDICINE,5,67
Jordan Lynch,stf310@iith.ac.in,9529335650,STAFF,NEUROLOGY,3,67
Marcus Blair MD,stf311@iith.ac.in,8616355629,STAFF,ORTHOPEDICS,1,92
Shannon Cooke,stf312@iith.ac.in,7012814611,STAFF,CARDIOLOGY,3,35
Michael Hatfield,stf313@iith.ac.in,8989982825,STAFF,GYNECOLOGY,2,7
Jenny Barron,stf314@iith.ac.in,6982593466,STAFF,PULMONOLOGY,3,33
Heather Collins MD,stf315@iith.ac.in,7257566525,STAFF,PEDIATRICS,2,93
Kimberly Scott,stf316@iith.ac.in,7010009989,STAFF,GENERAL MEDICINE,5,29
Tanya Carter,stf317@iith.ac.in,6946550638,STAFF,NEUROLOGY,5,91
Nancy Cooper,stf318@iith.ac.in,6960829811,STAFF,ORTHOPEDICS,1,27
Scott Frederick,stf319@iith.ac.in,8891199664,STAFF,CARDIOLOGY,1,15
Timothy Green,stf320@iith.ac.in,6275987630,STAFF,GYNECOLOGY,1,77
Destiny Austin,stf321@iith.ac.in,8658466578,STAFF,PULMONOLOGY,3,79
Zachary Martin,stf322@iith.ac.in,6825820210,STAFF,PEDIATRICS,3,96
Timothy Aguirre,stf323@iith.ac.in,7244041400,STAFF,GENERAL MEDICINE,4,15
Tamara Hardy,stf324@iith.ac.in,9242584117,STAFF,NEUROLOGY,4,3
Peter Espinoza,stf325@iith.ac.in,6195577070,STAFF,ORTHOPEDICS,3,53
Cynthia Carter,stf326@iith.ac.in,8680276634,STAFF,CARDIOLOGY,4,79
Emily Smith,stf327@iith.ac.in,7391273008,STAFF,GYNECOLOGY,4,49
Susan Aguirre,stf328@iith.ac.in,7935042313,STAFF,PULMONOLOGY,1,42
George Case,stf329@iith.ac.in,9552098813,STAFF,PEDIATRICS,3,62
Jennifer Rubio,stf330@iith.ac.in,8340701198,STAFF,GENERAL MEDICINE,2,67
Michael Hoffman,stf331@iith.ac.in,7877843536,STAFF,NEUROLOGY,1,42
John Coleman,stf332@iith.ac.in,9389907483,STAFF,ORTHOPEDICS,4,26
Ann Campbell,stf333@iith.ac.in,6558990148,STAFF,CARDIOLOGY,5,19
Daniel Wilson,stf334@iith.ac.in,9500965988,STAFF,GYNECOLOGY,2,6
Micheal Fernandez,stf335@iith.ac.in,7724213104,STAFF,PULMONOLOGY,2,37
John Webb,stf336@iith.ac.in,8110020614,STAFF,PEDIATRICS,3,18
Patricia Cline,stf337@iith.ac.in,8744323942,STAFF,GENERAL MEDICINE,3,85
Danielle Hartman,stf338@iith.ac.in,8434497788,STAFF,NEUROLOGY,3,35
Brandon Galvan,stf339@iith.ac.in,6732571516,STAFF,ORTHOPEDICS,5,15
James Ramsey,stf340@iith.ac.in,8303715861,STAFF,CARDIOLOGY,3,24
Brian Martinez,stf341@iith.ac.in,8507111992,STAFF,GYNECOLOGY,5,10
Dylan Reed,stf342@iith.ac.in,8580048773,STAFF,PULMONOLOGY,3,82
Karen Watkins,stf343@iith.ac.in,9281209719,STAFF,PEDIATRICS,1,41
John Sparks,stf344@iith.ac.in,6623514696,STAFF,GENERAL MEDICINE,3,10
Christopher Mcguire,stf345@iith.ac.in,7557567541,STAFF,NEUROLOGY,3,56
James Pierce,stf346@iith.ac.in,6369627065,STAFF,ORTHOPEDICS,5,35
Joseph Johnson,stf347@iith.ac.in,7495256992,STAFF,CARDIOLOGY,2,76
Lauren Vaughan,stf348@iith.ac.in,7320753628,STAFF,GYNECOLOGY,3,83
Mark Hamilton,stf349@iith.ac.in,7189114926,STAFF,PULMONOLOGY,5,0
Tara Smith,stf350@iith.ac.in,6014767469,STAFF,PEDIATRICS,4,54
David Clark,stf351@iith.ac.in,8679402879,STAFF,GENERAL MEDICINE,4,85
Tommy Smith,stf352@iith.ac.in,6493646760,STAFF,NEUROLOGY,5,1
Ashley Brown,stf353@iith.ac.in,8117963197,STAFF,ORTHOPEDICS,3,59
Nicole Grimes,stf354@iith.ac.in,7388620958,STAFF,CARDIOLOGY,2,85
Heather Mcpherson,stf355@iith.ac.in,9883687775,STAFF,GYNECOLOGY,1,71
Kaitlyn Vincent MD,stf356@iith.ac.in,7981172936,STAFF,PULMONOLOGY,3,22
Jerry Barnes,stf357@iith.ac.in,6370968217,STAFF,PEDIATRICS,1,79
