NAME,DESIGNATION,DEPARTMENT,EMAIL ID,ROLL NO,PHONE NO,ETHICS RATING,ADDRESS
Tiffany Weiss,STAFF,ID,adm_91@iith.ac.in,adm_91,6169097588,5,
Wanda Delgado,STAFF,ID,adm_92@iith.ac.in,adm_92,8862355429,2,
Jesse Holmes,STAFF,ID,adm_93@iith.ac.in,adm_93,7513714009,1,
Jessica Roberts,STAFF,ID,adm_94@iith.ac.in,adm_94,6188287581,2,
Robert Erickson,STAFF,ID,adm_95@iith.ac.in,adm_95,9000812388,2,
Stephanie Kennedy,STAFF,ID,adm_96@iith.ac.in,adm_96,8291419460,4,
Elizabeth Gutierrez,STAFF,ID,adm_97@iith.ac.in,adm_97,6620925225,5,
Paul Hinton,STAFF,ID,adm_98@iith.ac.in,adm_98,9241754987,5,
Susan Byrd,STAFF,ID,adm_99@iith.ac.in,adm_99,8046645387,3,
Stacy Lloyd,STAFF,ID,adm_100@iith.ac.in,adm_100,6560716035,5,
Margaret Miller,STAFF,ID,adm_101@iith.ac.in,adm_101,9241178621,5,
Heather David,STAFF,ID,adm_102@iith.ac.in,adm_102,9896637783,2,
Brianna Blankenship,STAFF,ID,adm_103@iith.ac.in,adm_103,7895553218,2,
Kirsten Orozco,STAFF,ID,adm_104@iith.ac.in,adm_104,9557224830,5,
Roger Howe,STAFF,ID,adm_105@iith.ac.in,adm_105,7948804215,4,
Pamela Cook,STAFF,ID,adm_106@iith.ac.in,adm_106,6237579499,5,
Jennifer Morales,STAFF,ID,adm_107@iith.ac.in,adm_107,6110776742,5,
Brian Hayes,STAFF,ID,adm_108@iith.ac.in,adm_108,7781391234,2,
Michael Patton,STAFF,ID,adm_109@iith.ac.in,adm_109,9376408629,4,
Jason Hoffman,STAFF,ID,adm_110@iith.ac.in,adm_110,8505216246,2,
Jasmine Dunn,STAFF,ID,adm_111@iith.ac.in,adm_111,7725529863,5,
Edwin Webb,STAFF,ID,adm_112@iith.ac.in,adm_112,9529335650,3,
Michele Moss,STAFF,ID,adm_113@iith.ac.in,adm_113,8616355629,1,
Anthony Hernandez,STAFF,ID,adm_114@iith.ac.in,adm_114,7012814611,3,
Colton Ramos,STAFF,ID,adm_115@iith.ac.in,adm_115,8989982825,2,
Charlotte Williams,STAFF,ID,adm_116@iith.ac.in,adm_116,6982593466,3,
Jasmine Schmidt,STAFF,ID,adm_117@iith.ac.in,adm_117,7257566525,2,
Breanna Riggs,STAFF,ID,adm_118@iith.ac.in,adm_118,7010009989,5,
Mr. Robert Parker,STAFF,ID,adm_119@iith.ac.in,adm_119,6946550638,5,
Robin Horn,STAFF,ID,adm_120@iith.ac.in,adm_120,6960829811,1,
Mary Dunlap,STAFF,ID,adm_121@iith.ac.in,adm_121,8891199664,1,
Brian Willis,STAFF,ID,adm_122@iith.ac.in,adm_122,6275987630,1,
Hannah Roberts,STAFF,ID,adm_123@iith.ac.in,adm_123,8658466578,3,
Alexis Hoffman,STAFF,ID,adm_124@iith.ac.in,adm_124,6825820210,3,
Nathan Flynn,STAFF,ID,adm_125@iith.ac.in,adm_125,7244041400,4,
Christopher Yang,STAFF,ID,adm_126@iith.ac.in,adm_126,9242584117,4,
Adam Landry,STAFF,ID,adm_127@iith.ac.in,adm_127,6195577070,3,
Kelsey Smith,STAFF,ID,adm_128@iith.ac.in,adm_128,8680276634,4,
Mary Mendez,STAFF,ID,adm_129@iith.ac.in,adm_129,7391273008,4,
Stephanie Lynch,STAFF,ID,adm_130@iith.ac.in,adm_130,7935042313,1,
Kelly Moses,STAFF,ID,adm_131@iith.ac.in,adm_131,9552098813,3,
Teresa Eaton,STAFF,ID,adm_132@iith.ac.in,adm_132,8340701198,2,
Rickey Tyler,STAFF,ID,adm_133@iith.ac.in,adm_133,7877843536,1,
Richard Davis,STAFF,ID,adm_134@iith.ac.in,adm_134,9389907483,4,
Veronica Rodriguez,STAFF,ID,adm_135@iith.ac.in,adm_135,6558990148,5,
Sabrina Sims,STAFF,ID,adm_136@iith.ac.in,adm_136,9500965988,2,
Kenneth Cameron,STAFF,ID,adm_137@iith.ac.in,adm_137,7724213104,2,
Michelle Butler,STAFF,ID,adm_138@iith.ac.in,adm_138,8110020614,3,
Zachary Dunn,STAFF,ID,adm_139@iith.ac.in,adm_139,8744323942,3,
Edward Harvey,STAFF,ID,adm_140@iith.ac.in,adm_140,8434497788,3,
Kristin Davis,STAFF,ID,adm_141@iith.ac.in,adm_141,6732571516,5,
Mark Payne,STAFF,ID,adm_142@iith.ac.in,adm_142,8303715861,3,
Samantha Taylor,STAFF,ID,adm_143@iith.ac.in,adm_143,8507111992,5,
David Johnson,STAFF,ID,adm_144@iith.ac.in,adm_144,8580048773,3,
Ronald Jenkins,STAFF,ID,adm_145@iith.ac.in,adm_145,9281209719,1,
Robert King,STAFF,ID,adm_146@iith.ac.in,adm_146,6623514696,3,
Christina Matthews,STAFF,ID,adm_147@iith.ac.in,adm_147,7557567541,3,
Henry Brown,STAFF,ID,adm_148@iith.ac.in,adm_148,6369627065,5,
Scott Simpson,STAFF,ID,adm_149@iith.ac.in,adm_149,7495256992,2,
Tyler Williams,STAFF,ID,adm_150@iith.ac.in,adm_150,7320753628,3,
Jason Montoya,STAFF,ID,adm_151@iith.ac.in,adm_151,7189114926,5,
Erin Johnson,STAFF,ID,adm_152@iith.ac.in,adm_152,6014767469,4,
Erin Olson,STAFF,ID,adm_153@iith.ac.in,adm_153,8679402879,4,
Elizabeth Miller,STAFF,ID,adm_154@iith.ac.in,adm_154,6493646760,5,
John Rivera,STAFF,ID,adm_155@iith.ac.in,adm_155,8117963197,3,
Cathy Sandoval,STAFF,ID,adm_156@iith.ac.in,adm_156,7388620958,2,
Megan Butler,STAFF,ID,adm_157@iith.ac.in,adm_157,9883687775,1,
Gregory Davis,STAFF,ID,adm_158@iith.ac.in,adm_158,7981172936,3,
Ronald Brown,STAFF,ID,adm_159@iith.ac.in,adm_159,6370968217,1,
